# id,label
427,0.70
428,0.16
429,0.38
430,0.16
431,1.00
432,0.00
433,0.86
434,0.00
435,0.67
436,0.00
437,1.00
438,0.81
439,0.46
440,0.00
441,0.01
442,0.68
443,0.44
444,0.20
445,0.00
446,0.25
447,0.00
448,1.00
449,0.78
450,0.21
451,0.14
452,0.96
453,0.89
454,0.00
455,0.45
456,0.10
457,0.50
458,0.43
459,0.04
460,0.27
461,0.05
462,0.58
463,0.47
464,0.97
465,0.51
466,0.60
467,0.00
468,0.21
469,0.98
470,0.17
471,0.82
472,0.64
473,0.74
474,0.00
475,0.05
476,0.83
477,0.15
478,0.83
479,0.19
480,0.51
481,0.03
482,0.51
483,0.14
484,0.86
485,0.99
486,0.90
487,0.97
488,0.98
489,0.51
490,0.99
491,0.60
492,0.08
493,0.37
494,0.06
495,0.58
496,0.39
497,0.77
498,1.00
499,0.18
500,0.51
501,1.00
502,0.83
503,0.22
504,0.00
505,0.01
506,0.81
507,0.14
508,0.00
509,0.63
510,0.07
511,0.03
512,0.84
513,0.65
514,0.59
515,0.02
516,0.08
517,0.17
518,0.07
519,0.58
520,1.00
521,0.77
522,0.00
523,0.04
524,0.39
525,0.08
526,0.02
527,0.17
528,0.32
529,0.98
530,0.84
531,0.00
532,0.76
533,0.45
534,0.90
535,0.99
536,0.14
537,0.33
538,0.00
539,0.01
540,0.16
541,0.59
542,0.28
543,0.21
544,1.00
545,0.59
546,0.51
547,0.00
548,0.94
549,0.01
550,0.29
551,0.56
552,0.79
553,0.00
554,0.90
555,0.36
556,0.60
557,0.98
558,0.38
559,0.00
560,0.89
561,0.57
562,0.95
563,0.54
564,0.25
565,0.84
566,0.05
567,1.00
568,0.37
569,0.64
570,0.56
571,0.01
572,0.01
573,0.00
574,0.70
575,0.86
576,0.48
577,0.49
578,0.58
579,0.21
580,0.03
581,0.66
582,0.97
583,0.01
584,0.51
585,0.68
586,0.29
587,0.93
588,0.97
589,0.25
590,0.40
591,0.00
592,0.87
593,0.70
594,0.42
595,0.98
596,0.02
597,0.33
598,0.05
599,0.23
600,0.58
601,0.09
602,0.17
603,0.86
604,0.87
605,0.46
606,0.11
607,0.00
608,0.83
609,0.00
610,0.07
611,0.48
612,0.80
613,0.02
614,0.05
615,0.39
616,0.60
617,0.00
618,0.01
619,0.86
620,0.26
621,0.70
622,0.15
623,0.92
624,0.16
625,0.78
626,0.31
627,0.76
628,0.99
629,0.10
630,0.91
631,0.82
632,1.00
633,0.81
634,0.95
635,0.01
636,0.40
637,0.97
638,1.00
639,0.41
640,0.27
641,0.04
642,0.69
643,0.23
644,0.84
645,0.93
646,0.16
647,0.76
648,0.99
649,0.97
650,0.44
651,0.64
652,1.00
653,0.97
654,0.42
655,0.32
656,0.99
657,0.04
658,0.43
659,0.01
660,0.87
661,0.60
662,0.79
663,1.00
664,0.98
665,0.61
666,0.36
667,1.00
668,0.80
669,0.88
670,0.25
671,0.86
672,0.52
673,0.84
674,0.55
675,0.79
676,0.26
677,0.82
678,0.33
679,0.67
680,0.49
681,0.00
682,1.00
683,0.00
684,0.01
685,0.16
686,0.01
687,0.00
688,0.43
689,0.35
690,0.47
691,0.51
692,0.34
693,0.04
694,0.00
695,0.00
696,0.85
697,0.01
698,0.91
699,0.75
700,0.16
701,0.04
702,0.84
703,0.59
704,0.00
705,0.08
706,1.00
707,0.83
708,0.35
709,0.05
710,0.28
711,0.00
712,0.08
713,0.99
714,0.50
715,0.51
716,0.63
717,0.57
718,0.07
719,0.44
720,1.00
721,0.44
722,0.55
723,0.98
724,0.02
725,0.02
726,0.01
727,0.02
728,0.13
729,0.00
730,0.00
731,0.19
732,1.00
733,0.11
734,0.66
735,1.00
736,0.59
737,0.55
738,0.32
739,0.47
740,0.02
741,0.43
742,0.53
743,0.56
744,0.84
745,0.00
746,0.20
747,0.18
748,0.20
749,0.18
750,0.04
751,0.99
752,0.07
753,0.76
754,0.51
755,0.22
756,0.00
757,0.00
758,1.00
759,0.68
760,0.00
761,0.69
762,0.79
763,0.71
764,0.85
765,0.05
766,0.27
767,0.55
768,0.41
769,0.34
770,0.20
771,0.47
772,0.35
773,0.45
774,0.00
775,1.00
776,0.41
777,0.95
778,0.91
779,0.01
780,0.22
781,1.00
782,0.07
783,0.97
784,0.56
785,0.09
786,0.16
787,0.22
788,0.42
789,0.89
790,0.34
791,0.94
792,0.25
793,0.39
794,0.67
795,0.56
796,0.51
797,0.01
798,0.98
799,0.30
800,0.81
801,0.15
802,0.88
803,0.60
804,0.62
805,0.00
806,0.20
807,0.95
808,0.45
809,0.94
810,0.76
811,0.01
812,0.06
813,0.00
814,0.03
815,1.00
816,0.21
817,0.47
818,0.49
819,0.17
820,0.94
821,0.46
822,0.08
823,0.25
824,0.41
825,0.81
826,0.04
827,1.00
828,0.74
829,0.03
830,0.55
831,0.04
832,0.33
833,0.30
834,0.19
835,0.14
836,0.38
837,0.36
838,0.15
839,0.21
840,0.99
841,0.04
842,1.00
843,0.75
844,0.04
845,0.99
846,0.52
847,0.46
848,0.08
849,0.03
850,0.26
851,0.59
852,0.00
853,1.00
854,0.62
855,0.67
856,0.99
857,0.84
858,0.23
859,0.12
860,0.02
861,0.26
862,0.99
863,0.03
864,0.07
865,0.66
866,1.00
867,0.00
868,0.02
869,0.14
870,0.07
871,0.18
872,0.55
873,0.02
874,0.31
875,0.08
876,0.00
877,0.54
878,0.51
879,0.00
880,0.24
881,0.95
882,0.14
883,0.63
884,0.71
885,0.78
886,0.33
887,0.40
888,0.13
889,0.50
890,0.05
891,1.00
892,0.78
893,0.07
894,0.64
895,0.10
896,0.50
897,0.80
898,0.37
899,0.14
900,0.00
901,0.52
902,0.14
903,1.00
904,0.77
905,0.93
906,0.58
907,0.13
908,0.58
909,0.01
910,0.84
911,0.16
912,0.17
913,0.58
914,0.78
915,0.70
916,0.18
917,0.99
918,0.37
919,0.01
920,0.74
921,0.73
922,0.05
923,0.63
924,0.20
925,0.83
926,0.06
927,0.00
928,0.43
929,0.52
930,0.65
931,0.11
932,0.80
933,0.31
934,0.99
935,0.97
936,0.01
937,0.40
938,0.05
939,0.68
940,0.96
941,0.77
942,0.67
943,0.68
944,0.77
945,0.98
946,0.07
947,0.54
948,0.72
949,0.95
950,0.02
951,0.91
952,1.00
953,0.87
954,0.18
955,0.80
956,1.00
957,0.74
958,0.93
959,0.20
960,0.29
961,0.00
962,0.66
963,0.73
964,0.11
965,0.68
966,0.00
967,0.43
968,0.48
969,0.35
970,0.70
971,0.03
972,0.18
973,0.08
974,0.00
975,1.00
976,0.97
977,0.18
978,0.46
979,1.00
980,0.00
981,0.10
982,0.39
983,0.34
984,0.98
985,0.03
986,0.59
987,0.00
988,0.00
989,0.91
990,0.10
991,0.99
992,0.27
993,0.52
994,0.37
995,0.00
996,0.82
997,0.71
998,0.51
999,0.47
1000,0.60
1001,0.98
1002,1.00
1003,0.54
1004,0.73
1005,0.92
1006,0.92
1007,1.00
1008,0.66
1009,0.48
1010,0.00
1011,1.00
1012,0.07
1013,0.15
1014,0.82
1015,0.02
1016,0.93
1017,0.73
1018,0.39
1019,0.56
1020,0.06
1021,0.38
1022,0.00
1023,0.12
1024,0.59
1025,0.07
1026,0.39
1027,0.31
1028,0.30
1029,0.15
1030,0.91
1031,0.93
1032,0.85
1033,0.21
1034,0.05
1035,0.68
1036,0.94
1037,0.95
1038,0.38
1039,1.00
1040,0.97
1041,0.25
1042,0.97
1043,0.55
1044,0.51
1045,0.61
1046,0.22
1047,0.48
1048,0.28
1049,0.51
1050,0.18
1051,0.44
1052,0.51
1053,0.00
1054,0.67
1055,0.46
1056,0.33
1057,0.38
1058,0.94
1059,0.05
1060,0.96
1061,0.42
1062,0.07
1063,0.81
1064,0.76
1065,0.00
1066,0.61
1067,0.00
1068,0.84
1069,0.57
1070,0.09
1071,0.20
1072,0.82
1073,0.73
1074,0.01
1075,0.00
1076,1.00
1077,0.00
1078,0.41
1079,1.00
1080,0.53
1081,0.00
1082,0.10
1083,0.06
1084,0.43
1085,0.93
1086,0.01
1087,0.07
1088,0.04
1089,0.46
1090,0.74
1091,0.00
1092,0.00
1093,0.05
1094,0.97
1095,0.86
1096,0.74
1097,1.00
1098,0.12
1099,0.05
1100,0.08
1101,0.55
1102,0.02
1103,1.00
1104,0.27
1105,0.37
1106,1.00
1107,0.82
1108,0.27
1109,1.00
1110,0.00
1111,0.91
1112,0.36
1113,0.00
1114,1.00
1115,0.93
1116,0.68
1117,0.12
1118,0.22
1119,0.16
1120,0.03
1121,0.90
1122,0.99
1123,0.90
1124,0.72
1125,0.73
1126,0.07
1127,0.86
1128,0.02
1129,0.11
1130,0.52
1131,0.43
1132,0.89
1133,0.95
1134,0.55
1135,0.27
1136,0.95
1137,0.06
1138,0.42
1139,0.64
1140,0.00
1141,0.23
1142,0.98
1143,0.76
1144,0.00
1145,0.32
1146,0.01
1147,0.88
1148,0.01
1149,0.99
1150,0.01
1151,0.21
1152,0.74
1153,0.52
1154,0.25
1155,0.90
1156,0.99
1157,0.01
1158,0.10
1159,0.16
1160,0.00
1161,0.95
1162,0.11
1163,0.99
1164,0.39
1165,0.16
1166,0.79
1167,1.00
1168,0.75
1169,0.51
1170,0.86
1171,0.97
1172,0.56
1173,0.61
1174,0.52
1175,0.89
1176,0.16
1177,0.01
1178,0.94
1179,0.46
1180,0.03
1181,0.71
1182,0.17
1183,0.08
1184,1.00
1185,0.76
1186,0.47
1187,0.96
1188,0.96
1189,0.13
1190,0.09
1191,0.87
1192,0.18
1193,0.52
1194,0.82
1195,0.08
1196,0.33
1197,0.00
1198,0.25
1199,0.00
1200,0.04
1201,0.01
1202,0.91
1203,0.92
1204,1.00
1205,0.99
1206,0.05
1207,0.22
1208,0.57
1209,0.97
1210,0.24
1211,0.06
1212,0.64
1213,1.00
1214,0.01
1215,0.99
1216,0.76
1217,0.80
1218,0.69
1219,0.04
1220,0.35
1221,0.38
1222,0.07
1223,0.71
1224,0.25
1225,0.13
1226,0.47
1227,0.65
1228,1.00
1229,0.15
1230,0.00
1231,0.73
1232,0.01
1233,0.25
1234,0.80
1235,0.45
1236,0.34
1237,0.48
1238,0.17
1239,0.64
1240,0.13
1241,0.50
1242,0.99
1243,0.93
1244,0.01
1245,1.00
1246,0.52
1247,0.41
1248,0.00
1249,0.18
1250,0.00
1251,0.00
1252,0.12
1253,0.02
1254,0.96
1255,1.00
1256,0.70
1257,0.56
1258,0.00
1259,0.37
1260,0.42
1261,0.04
1262,0.36
1263,0.48
1264,0.51
1265,0.51
1266,0.46
1267,0.03
1268,0.59
1269,0.88
1270,1.00
1271,1.00
1272,0.71
1273,0.48
1274,0.49
1275,0.00
1276,0.96
1277,0.09
1278,0.97
1279,1.00
1280,0.37
1281,0.88
1282,0.11
1283,1.00
1284,0.78
1285,0.47
1286,0.96
1287,0.57
1288,0.21
1289,0.44
1290,0.72
1291,0.99
1292,0.40
1293,0.00
1294,0.94
1295,0.04
1296,0.01
1297,0.72
1298,0.98
1299,0.18
1300,0.51
1301,0.00
1302,0.82
1303,0.32
1304,1.00
1305,0.00
1306,0.00
1307,0.86
1308,0.32
1309,0.59
1310,0.75
1311,0.54
1312,1.00
1313,0.35
1314,0.84
1315,0.46
1316,0.46
1317,0.98
1318,0.41
1319,0.04
1320,0.02
1321,0.69
1322,0.01
1323,0.43
1324,0.99
1325,0.00
1326,0.00
1327,0.70
1328,0.05
1329,0.70
1330,0.21
1331,0.96
1332,0.00
1333,0.30
1334,0.08
1335,0.38
1336,0.04
1337,0.88
1338,0.97
1339,1.00
1340,0.25
1341,0.17
1342,0.69
1343,0.26
1344,0.00
1345,0.00
1346,0.61
1347,0.30
1348,0.66
1349,1.00
1350,0.53
1351,0.65
1352,0.20
1353,0.04
1354,0.00
1355,0.01
1356,0.91
1357,0.01
1358,0.07
1359,0.50
1360,0.41
1361,0.56
1362,0.91
1363,0.67
1364,0.13
1365,0.65
1366,0.06
1367,0.75
1368,0.40
1369,0.91
1370,0.09
1371,0.99
1372,0.80
1373,0.50
1374,0.47
1375,0.03
1376,1.00
1377,0.34
1378,0.85
1379,1.00
1380,0.50
1381,0.43
1382,0.17
1383,0.90
1384,0.86
1385,0.71
1386,0.99
1387,0.17
1388,0.04
1389,1.00
1390,1.00
1391,0.71
1392,0.60
1393,0.72
1394,0.57
1395,0.85
1396,0.40
1397,0.77
1398,0.56
1399,0.01
1400,0.56
1401,1.00
1402,0.97
1403,0.48
1404,0.02
1405,0.71
1406,0.67
1407,0.27
1408,0.51
1409,0.08
1410,0.45
1411,0.59
1412,0.44
1413,0.99
1414,0.13
1415,0.07
1416,0.62
1417,0.76
1418,0.69
1419,1.00
1420,0.11
1421,0.19
1422,0.98
1423,0.78
1424,0.92
1425,0.49
1426,0.00
1427,0.76
1428,0.79
1429,0.01
1430,0.94
1431,0.83
1432,0.99
1433,0.51
1434,0.02
1435,0.00
1436,0.99
1437,1.00
1438,0.00
1439,0.43
1440,0.29
1441,0.44
1442,0.18
1443,0.70
1444,0.97
1445,0.49
1446,0.66
1447,0.10
1448,0.44
1449,0.22
1450,0.22
1451,0.75
1452,0.99
1453,0.26
1454,0.31
1455,0.85
1456,0.14
1457,0.14
1458,1.00
1459,0.31
1460,0.64
1461,0.81
1462,0.88
1463,0.05
1464,0.99
1465,0.01
1466,0.66
1467,0.05
1468,0.81
1469,0.48
1470,0.17
1471,0.15
1472,0.62
1473,0.76
1474,0.39
1475,0.90
1476,0.15
1477,0.51
1478,0.43
1479,0.03
1480,0.99
1481,0.01
1482,0.03
1483,0.95
1484,0.68
1485,0.51
1486,0.85
1487,0.79
1488,0.00
1489,0.83
1490,0.84
1491,0.82
1492,0.51
1493,0.16
1494,0.62
1495,0.51
1496,0.57
1497,1.00
1498,0.51
1499,0.18
1500,0.93
1501,0.03
1502,0.44
1503,0.04
1504,0.09
1505,0.51
1506,1.00
1507,0.00
1508,0.04
1509,0.42
1510,0.93
1511,0.30
1512,0.45
1513,0.05
1514,0.94
1515,0.79
1516,0.69
1517,0.00
1518,0.90
1519,0.13
1520,0.15
1521,0.18
1522,0.19
1523,0.00
1524,0.10
1525,0.49
1526,1.00
1527,0.66
1528,0.58
1529,0.03
1530,0.85
1531,0.34
1532,0.26
1533,0.41
1534,0.43
1535,0.42
1536,0.07
1537,0.11
1538,0.01
1539,0.58
1540,0.76
1541,0.48
1542,0.81
1543,0.84
1544,0.18
1545,0.00
1546,0.39
1547,0.94
1548,0.12
1549,0.74
1550,0.63
1551,0.28
1552,0.29
1553,0.97
1554,0.77
1555,0.79
1556,0.77
1557,0.38
1558,0.07
1559,0.04
1560,0.32
1561,0.01
1562,0.14
1563,0.25
1564,0.11
1565,0.76
1566,0.64
1567,0.25
1568,0.37
1569,0.00
1570,0.00
1571,0.43
1572,0.33
1573,0.60
1574,0.14
1575,0.05
1576,0.13
1577,1.00
1578,0.39
1579,0.05
1580,0.85
1581,0.31
1582,0.75
1583,0.13
1584,0.99
1585,0.33
1586,0.05
1587,0.52
1588,0.99
1589,0.07
1590,0.86
1591,0.87
1592,0.44
1593,0.07
1594,0.00
1595,0.18
1596,0.08
1597,0.01
1598,0.64
1599,0.15
1600,0.07
1601,0.22
1602,0.55
1603,0.99
1604,0.51
1605,0.94
1606,1.00
1607,0.83
1608,0.01
1609,0.25
1610,0.31
1611,0.00
1612,0.99
1613,0.58
1614,0.74
1615,0.07
1616,0.87
1617,0.63
1618,0.84
1619,0.58
1620,0.23
1621,0.42
1622,0.85
1623,0.75
1624,0.99
1625,1.00
1626,0.04
1627,0.93
1628,0.40
1629,0.00
1630,0.32
1631,0.92
1632,0.43
1633,0.07
1634,0.51
1635,0.61
1636,0.99
1637,0.97
1638,0.45
1639,0.99
1640,0.65
1641,0.31
1642,0.00
1643,0.01
1644,0.10
1645,0.09
1646,0.56
1647,0.01
1648,0.70
1649,0.00
1650,0.26
1651,1.00
1652,0.01
1653,0.02
1654,0.74
1655,0.12
1656,1.00
1657,0.18
1658,0.76
1659,0.67
1660,0.05
1661,0.23
1662,0.10
1663,0.01
1664,0.15
1665,0.33
1666,1.00
1667,0.00
1668,0.00
1669,0.81
1670,0.18
1671,0.62
1672,0.60
1673,0.76
1674,0.56
1675,0.04
1676,0.08
1677,0.11
1678,0.32
1679,0.07
1680,0.63
1681,0.91
1682,0.49
1683,0.43
1684,0.96
1685,1.00
1686,0.28
1687,1.00
1688,0.77
1689,0.61
1690,0.57
1691,0.16
1692,0.51
1693,0.72
1694,0.52
1695,0.58
1696,0.01
1697,0.13
1698,0.98
1699,0.93
1700,1.00
1701,0.01
1702,0.01
1703,0.00
1704,0.01
1705,0.00
1706,0.10
1707,0.93
1708,0.00
1709,0.99
1710,0.36
1711,0.42
1712,0.40
1713,1.00
1714,0.64
1715,0.00
1716,0.89
1717,0.94
1718,0.15
1719,0.02
1720,0.30
1721,0.37
1722,0.01
1723,0.59
1724,0.06
1725,0.95
1726,0.69
1727,0.77
1728,1.00
1729,0.05
1730,0.82
1731,0.73
1732,0.28
1733,0.00
1734,0.35
1735,0.54
1736,0.30
1737,0.00
1738,0.03
1739,0.80
1740,0.17
1741,0.00
1742,0.12
1743,0.01
1744,0.99
1745,0.35
1746,0.69
1747,0.21
1748,0.78
1749,0.80
1750,0.11
1751,0.38
1752,0.01
1753,0.65
1754,1.00
1755,0.03
1756,0.26
1757,1.00
1758,1.00
1759,0.58
1760,0.07
1761,0.01
1762,0.19
1763,0.83
1764,0.46
1765,0.46
1766,0.01
1767,0.48
1768,0.13
1769,0.40
1770,0.00
1771,0.05
1772,0.00
1773,0.64
1774,0.84
1775,0.56
1776,0.31
1777,0.51
1778,0.68
1779,0.85
1780,0.00
1781,0.00
1782,0.53
1783,0.51
1784,0.39
1785,0.93
1786,1.00
1787,0.24
1788,0.80
1789,0.19
1790,0.00
1791,0.89
1792,0.49
1793,0.71
1794,0.03
1795,0.60
1796,0.01
1797,0.00
1798,0.00
1799,0.54
1800,0.77
1801,0.41
1802,0.34
1803,0.17
1804,0.09
1805,0.00
1806,0.02
1807,0.81
1808,0.35
1809,0.81
1810,0.11
1811,1.00
1812,0.76
1813,0.60
1814,0.23
1815,0.92
1816,0.59
1817,0.51
1818,0.03
1819,0.05
1820,1.00
1821,0.03
1822,0.02
1823,0.43
1824,0.21
1825,0.00
1826,0.94
1827,0.03
1828,0.72
1829,0.66
1830,0.31
1831,0.46
1832,0.92
1833,0.74
1834,1.00
1835,0.79
1836,0.20
1837,0.93
1838,0.99
1839,0.68
1840,0.28
1841,1.00
1842,0.92
1843,1.00
1844,0.50
1845,0.56
1846,0.00
1847,0.94
1848,1.00
1849,0.18
1850,0.51
1851,0.42
1852,0.25
1853,0.58
1854,0.06
1855,0.33
1856,0.02
1857,1.00
1858,0.94
1859,1.00
1860,0.93
1861,0.09
1862,0.85
1863,0.14
1864,0.39
1865,0.02
1866,0.60
1867,1.00
1868,0.01
1869,0.00
1870,0.84
1871,1.00
1872,0.01
1873,0.11
1874,0.57
1875,0.41
1876,0.00
1877,0.07
1878,0.91
1879,0.48
1880,0.04
1881,0.91
1882,0.54
1883,0.00
1884,0.26
1885,0.62
1886,0.41
1887,0.27
1888,0.35
1889,0.06
1890,1.00
1891,0.08
1892,0.80
1893,0.72
1894,0.05
1895,0.05
1896,0.03
1897,0.50
1898,0.96
1899,0.94
1900,0.79
1901,0.05
1902,0.94
1903,0.41
1904,0.71
1905,0.07
1906,0.62
1907,0.83
1908,0.06
1909,0.99
1910,0.73
1911,0.71
1912,0.97
1913,0.00
1914,0.62
1915,1.00
1916,0.00
1917,0.50
1918,0.96
1919,0.29
1920,0.70
1921,0.00
1922,0.00
1923,0.07
1924,0.78
1925,0.20
1926,0.23
1927,1.00
1928,0.71
1929,1.00
1930,0.10
1931,0.36
1932,0.40
1933,0.67
1934,0.08
1935,0.67
1936,0.97
1937,0.53
1938,0.01
1939,0.00
1940,0.06
1941,0.51
1942,1.00
1943,0.50
1944,0.02
1945,0.89
1946,0.94
1947,0.51
1948,0.04
1949,0.03
1950,0.24
1951,0.33
1952,0.70
1953,0.09
1954,0.52
1955,0.90
1956,0.97
1957,0.26
1958,0.02
1959,0.57
1960,0.94
1961,0.32
1962,0.55
1963,0.92
1964,0.57
1965,0.61
1966,0.78
1967,0.39
1968,0.73
1969,0.29
1970,0.60
1971,0.00
1972,0.74
1973,0.92
1974,0.76
1975,0.45
1976,0.43
1977,0.48
1978,0.66
1979,0.22
1980,0.63
1981,0.97
1982,0.75
1983,0.96
1984,0.02
1985,0.81
1986,0.51
1987,0.00
1988,0.77
1989,0.45
1990,0.93
1991,0.89
1992,0.66
1993,1.00
1994,0.35
1995,0.50
1996,0.16
1997,1.00
1998,0.00
1999,0.35
2000,0.16
2001,0.36
2002,0.26
2003,0.61
2004,0.27
2005,0.99
2006,0.02
2007,0.11
2008,0.67
2009,0.87
2010,0.99
2011,0.09
2012,0.19
2013,0.98
2014,0.29
2015,0.40
2016,0.01
2017,0.00
2018,0.02
2019,0.88
2020,0.37
2021,0.87
2022,0.00
2023,0.52
2024,0.03
2025,0.66
2026,0.21
2027,0.61
2028,0.91
2029,0.74
2030,0.72
2031,0.07
2032,0.26
2033,1.00
2034,1.00
2035,1.00
2036,0.38
2037,0.00
2038,0.95
2039,0.61
2040,0.37
2041,1.00
2042,0.22
2043,0.59
2044,0.28
2045,0.84
2046,0.07
2047,0.91
2048,0.11
2049,1.00
2050,0.05
2051,0.58
2052,0.99
2053,0.06
2054,0.13
2055,0.13
2056,0.47
2057,0.57
2058,0.01
2059,0.88
2060,0.70
2061,0.94
2062,0.01
2063,0.61
2064,0.92
2065,0.65
2066,0.07
2067,0.03
2068,0.19
2069,1.00
2070,0.01
2071,0.18
2072,0.51
2073,0.50
2074,0.28
2075,0.57
2076,0.60
2077,0.43
2078,0.52
2079,0.37
2080,0.28
2081,1.00
2082,0.20
2083,0.75
2084,0.33
2085,0.93
2086,0.78
2087,0.46
2088,0.58
2089,0.68
2090,0.95
2091,0.26
2092,0.38
2093,0.92
2094,0.46
2095,1.00
2096,0.11
2097,0.00
2098,0.82
2099,0.37
2100,0.11
2101,0.46
2102,0.56
2103,0.00
2104,0.11
2105,0.74
2106,0.26
2107,0.38
2108,0.99
2109,0.00
2110,0.42
2111,0.01
2112,0.32
2113,0.08
2114,0.58
2115,0.51
2116,0.56
2117,0.28
2118,0.23
2119,0.85
2120,0.28
2121,0.47
2122,0.79
2123,0.24
2124,0.40
2125,0.99
2126,0.96
2127,0.01
2128,0.16
2129,0.11
2130,0.51
2131,0.85
2132,0.03
2133,0.36
2134,0.85
2135,0.05
2136,0.02
2137,0.81
2138,0.96
2139,0.67
2140,0.81
2141,0.12
